Word;phon;lemme;cgram;freqlemfilms2;freqfilms2;islem;nblettres;puorth;puphon;nbsyll;cgramortho
biotite;bjOtit;biotite;NOM;0,03;0,03;1;7;6;4;2;NOM
birman;biRm@;birman;NOM;0,29;0,03;1;6;4;4;2;ADJ,NOM
bittes;bit;bitte;NOM;0,72;0,03;0;6;0;3;1;NOM
bitures;bityR;biture;NOM;0,12;0,03;0;7;0;5;2;NOM
bleuette;bl2Et;bleuette;NOM;0,03;0,03;1;8;7;5;2;NOM
bleuit;bl9i;bleuir;VER;0,16;0,03;0;6;0;0;2;VER
bluffiez;bl9fje;bluffer;VER;6,3;0,03;0;8;0;0;2;VER
blâmait;blamE;blâmer;VER;9,38;0,03;0;7;0;0;2;VER
blâmées;blame;blâmer;VER;9,38;0,03;0;7;0;5;2;VER
blâmés;blame;blâmer;VER;9,38;0,03;0;6;0;5;2;VER
bobineau;bobino;bobineau;NOM;0,03;0,03;1;8;7;6;3;NOM
bodegas;bod°ga;bodega;NOM;0,65;0,03;0;7;0;5;3;NOM
boirions;bwaRj§;boire;VER;339,05;0,03;0;8;0;0;2;VER
boisé;bwaze;boiser;VER;0,06;0,03;0;5;5;5;2;VER,ADJ
bombeur;b§b9R;bombeur;NOM;0,03;0,03;1;7;6;4;2;NOM
bombée;b§be;bombé;ADJ;0,3;0,03;0;6;0;4;2;VER,ADJ
bonzes;b§z;bonze;NOM;0,91;0,03;0;6;0;3;1;NOM
bordait;bORdE;border;VER;3,78;0,03;0;7;0;0;2;VER
bordera;bORd°Ra;border;VER;3,78;0,03;0;7;0;0;3;VER
bosselée;bOs°le;bosselé;ADJ;0,12;0,03;0;8;0;6;3;VER,ADJ
botteurs;bot9R;botteur;NOM;0,14;0,03;0;8;0;4;2;NOM
bottées;bote;botter;VER;15,54;0,03;0;7;0;4;2;VER,ADJ
bouclant;bukl@;boucler;VER;24,61;0,03;0;8;0;0;2;VER
boudait;budE;bouder;VER;5,11;0,03;0;7;0;0;2;VER
bouffant;buf@;bouffant;NOM;0,03;0,03;1;8;7;4;2;ADJ,NOM,VER
bouffiez;bufje;bouffer;VER;42,72;0,03;0;8;0;0;2;VER
bouffis;bufi;bouffi;VER;0,03;0,03;0;7;0;4;2;ADJ,VER
boulonné;bulone;boulonner;VER;0,1;0,03;0;8;0;6;3;VER
bouquiné;bukine;bouquiner;VER;0,81;0,03;0;8;0;6;3;VER
bourbeux;buRb2;bourbeux;ADJ;0,03;0,03;1;8;7;5;2;ADJ
bourrant;buR@;bourrer;VER;22,11;0,03;0;8;0;0;2;VER
bourrus;buRy;bourru;ADJ;0,34;0,03;0;7;0;4;2;ADJ
bousier;buzje;bousier;NOM;0,06;0,03;1;7;6;4;2;NOM
bousiers;buzje;bousier;NOM;0,06;0,03;0;8;0;4;2;NOM
boute;but;bouter;VER;0,47;0,03;0;5;0;0;1;VER
bouture;butyR;bouture;NOM;0,07;0,03;1;7;5;4;2;NOM
bouviers;buvje;bouvier;NOM;0,15;0,03;0;8;0;4;2;NOM
bovines;bovin;bovin;ADJ;0,28;0,03;0;7;0;0;2;ADJ
bradée;bRade;brader;VER;0,98;0,03;0;6;0;5;2;VER
braies;bRE;braie;NOM;0,03;0,03;0;6;0;3;1;NOM
braisé;bReze;braiser;VER;0,08;0,03;0;6;6;5;2;VER,ADJ
brait;bRE;braire;VER;0,37;0,03;0;5;0;3;1;VER
branchie;bR@Si;branchie;NOM;0,5;0,03;1;8;8;5;2;NOM
brandies;bR@di;brandir;VER;5,4;0,03;0;8;0;5;2;VER
branlés;bR@le;branler;VER;12,72;0,03;0;7;0;5;2;VER
braques;bRak;braque;NOM;0,09;0,03;0;7;0;4;1;NOM,VER
brassez;bRase;brasser;VER;1,03;0,03;0;7;0;5;2;VER
bravades;bRavad;bravade;NOM;0,15;0,03;0;8;0;6;2;NOM
bravez;bRave;braver;VER;3,2;0,03;0;6;0;5;2;VER
brevetés;bR2v°te;breveter;VER;0,49;0,03;0;8;0;5;3;VER,ADJ,NOM
briard;bRijaR;briard;ADJ;0,03;0,03;1;6;4;6;2;ADJ,NOM
bribe;bRib;bribe;NOM;0,88;0,03;1;5;4;4;1;NOM
brindes;bR5d;brinde;NOM;0,03;0,03;0;7;0;0;1;NOM
brions;bRi§;brion;NOM;0,03;0,03;0;6;0;0;2;NOM
briquez;bRike;briquer;VER;0,69;0,03;0;7;0;5;2;VER
brisant;bRiz@;brisant;ADJ;0,06;0,03;1;7;5;5;2;ADJ,NOM,VER
brisants;bRiz@;brisant;ADJ;0,06;0,03;0;8;0;5;2;ADJ,NOM
brises;bRiz;brise;NOM;5,63;0,03;0;6;0;4;1;NOM,VER
brisque;bRisk;brisque;NOM;0,03;0,03;1;7;5;5;1;NOM
bristols;bRistOl;bristol;NOM;0,1;0,03;0;8;0;5;2;NOM
broche;bROS;brocher;VER;0,05;0,03;0;6;6;4;1;NOM,VER
brodées;bRode;broder;VER;3,52;0,03;0;7;0;4;2;VER,ADJ
bronche;bR§S;bronche;NOM;0,58;0,03;1;7;7;4;1;NOM,VER
broncho;bR§ko;broncho;NOM;0,03;0,03;1;7;7;5;2;NOM
broutage;bRutaZ;broutage;NOM;0,03;0,03;1;8;7;6;2;NOM
broyeurs;bRwaj9R;broyeur;NOM;1,56;0,03;0;8;0;6;2;ADJ,NOM
bruiteur;bR8it9R;bruiteur;NOM;0,04;0,03;1;8;7;6;2;NOM
brunâtre;bRynatR;brunâtre;ADJ;0,04;0,03;1;8;5;5;2;ADJ
brèves;bREv;brève;NOM;0,14;0,03;0;6;0;4;1;ADJ,NOM
buccaux;byko;buccal;ADJ;0,54;0,03;0;7;0;0;2;ADJ
buterait;byt°RE;buter;VER;31,86;0,03;0;8;0;0;3;VER
by-pass;bajpas;by-pass;NOM;0,03;0,03;1;7;3;4;2;NOM
bâtirent;batiR;bâtir;VER;18,65;0,03;0;8;0;5;2;VER
bâtés;bate;bâté;ADJ;0,21;0,03;0;5;0;4;2;VER,ADJ
bénins;ben5;bénin;ADJ;1,56;0,03;0;6;0;4;2;ADJ
bénirez;beniRe;bénir;VER;48,77;0,03;0;7;0;0;3;VER
béotiens;beosj5;béotien;ADJ;0,06;0,03;0;8;0;3;3;ADJ,NOM
bêche;bES;bêcher;VER;0,55;0,03;0;5;5;3;1;NOM,VER
bêlant;bEl@;bêler;VER;0,23;0,03;0;6;4;4;2;ADJ,VER
bûmes;bym;boire;VER;339,05;0,03;0;5;0;0;1;VER
cabotin;kabot5;cabotin;ADJ;0,04;0,03;1;7;7;6;3;ADJ,NOM
cacatois;kakatwa;cacatois;NOM;0,03;0,03;1;8;7;6;3;NOM
cacheton;kaS°t§;cacheton;NOM;0,59;0,03;1;8;8;6;3;NOM
cadors;kadOR;cador;NOM;0,45;0,03;0;6;0;4;2;NOM
cadrant;kadR@;cadrer;VER;1,55;0,03;0;7;0;5;2;VER
cadrent;kadR;cadrer;VER;1,55;0,03;0;7;0;4;1;VER
cadres;kadR;cadrer;VER;1,55;0,03;0;6;0;4;1;NOM,VER
cadrez;kadRe;cadrer;VER;1,55;0,03;0;6;0;5;2;VER
cafre;kafR;cafre;NOM;0,03;0,03;1;5;4;4;1;NOM
cagoulé;kagule;cagoulé;ADJ;0,31;0,03;1;7;7;6;3;ADJ
cahoter;kaote;cahoter;VER;0,06;0,03;1;7;7;5;3;VER
caillera;kaj°Ra;caillera;NOM;0,03;0,03;1;8;8;5;3;NOM
cairn;kERn;cairn;NOM;0,08;0,03;1;5;5;4;1;NOM
cajolait;kaZolE;cajoler;VER;1,36;0,03;0;8;0;0;3;VER
calamité;kalamite;calamiter;VER;0,04;0,03;0;8;8;8;4;VER,NOM
calcémie;kalsemi;calcémie;NOM;0,03;0,03;1;8;5;6;3;NOM
calles;kal;caller;VER;0,66;0,03;0;6;0;3;1;VER
calmante;kalm@t;calmant;ADJ;0,81;0,03;0;8;0;0;2;ADJ
calmerez;kalm°Re;calmer;VER;168,54;0,03;0;8;0;0;3;VER
calquer;kalke;calquer;VER;0,36;0,03;1;7;7;5;2;VER
calques;kalk;calque;NOM;0,07;0,03;0;7;0;4;1;NOM
calva;kalva;calva;NOM;0,03;0,03;1;5;5;5;2;NOM
calés;kale;calé;ADJ;0,58;0,03;0;5;0;4;2;VER,ADJ
canada;kanada;canada;NOM;0,03;0,03;1;6;6;6;3;NOM
canardez;kanaRde;canarder;VER;1,36;0,03;0;8;0;6;3;VER
cancane;k@kan;cancaner;VER;0,31;0,03;0;7;0;0;2;VER
cancanes;k@kan;cancaner;VER;0,31;0,03;0;8;0;0;2;VER
capisco;kapisko;capisco;NOM;0,03;0,03;1;7;5;5;3;NOM
capots;kapo;capot;NOM;3,17;0,03;0;6;0;4;2;NOM
captiva;kaptiva;captiver;VER;1,01;0,03;0;7;0;0;3;VER
captives;kaptiv;captif;ADJ;1,11;0,03;0;8;0;0;2;ADJ,NOM
captura;kaptyRa;capturer;VER;17,67;0,03;0;7;0;0;3;VER
capucin;kapys5;capucin;NOM;0,18;0,03;1;7;7;6;3;NOM
caracole;kaRakOl;caracoler;VER;0,09;0,03;0;8;8;6;3;NOM,VER
carguez;kaRge;carguer;VER;0,03;0,03;0;7;0;5;2;VER
caroline;kaRolin;carolin;ADJ;0,03;0,03;0;8;0;0;3;ADJ
carotter;kaRote;carotter;VER;0,14;0,03;1;8;8;6;3;VER
carres;kaR;carrer;VER;1,13;0,03;0;6;0;3;1;NOM,VER
cascher;kaSER;cascher;ADJ;0,03;0,03;1;7;5;5;2;ADJ
caserais;kaz°RE;caser;VER;4,76;0,03;0;8;0;0;3;VER
cassages;kasaZ;cassage;NOM;0,16;0,03;0;8;0;5;2;NOM
castagné;kastaNe;castagner;VER;0,1;0,03;0;8;0;7;3;VER
castrats;kastRa;castrat;NOM;0,09;0,03;0;8;0;6;2;NOM
catogan;katog@;catogan;NOM;0,04;0,03;1;7;5;5;3;NOM
ceindre;s5dR;ceindre;VER;0,56;0,03;1;7;5;4;1;VER
cendré;s@dRe;cendré;ADJ;0,12;0,03;1;6;6;5;2;VER,ADJ
cendrée;s@dRe;cendré;ADJ;0,12;0,03;0;7;7;5;2;ADJ,NOM
centraux;s@tRo;central;NOM;7,35;0,03;0;8;0;0;2;ADJ,NOM
cerclage;sERklaZ;cerclage;NOM;0,03;0,03;1;8;6;6;2;NOM
cerclée;sERkle;cercler;VER;0,22;0,03;0;7;0;6;2;VER
cerfeuil;sERf9j;cerfeuil;NOM;0,03;0,03;1;8;5;5;2;NOM
certif;sERtif;certif;NOM;0,14;0,03;1;6;6;6;2;NOM
cervelas;sERv°la;cervelas;NOM;0,03;0,03;1;8;7;7;3;NOM
cesses;sEs;cesse;NOM;28,88;0,03;0;6;0;3;1;NOM,VER
chafouin;Safw5;chafouin;ADJ;0,04;0,03;1;8;5;4;2;ADJ,NOM
chairman;SERm@;chairman;NOM;0,03;0,03;1;8;6;4;2;NOM
chalands;Sal@;chaland;NOM;0,53;0,03;0;8;0;4;2;NOM
charale;SaRal;charale;NOM;0,03;0,03;1;7;6;5;2;NOM
charnus;SaRny;charnu;ADJ;0,76;0,03;0;7;0;5;2;ADJ
charrié;SaRje;charrié;ADJ;0,03;0,03;1;7;7;5;2;VER,ADJ
charriée;SaRje;charrier;VER;4,24;0,03;0;8;0;5;2;VER
charron;SaR§;charron;NOM;0,03;0,03;1;7;7;4;2;NOM
chartes;SaRt;charte;NOM;1,07;0,03;0;7;0;4;1;NOM
chaussés;Sose;chausser;VER;1,27;0,03;0;8;0;4;2;VER,ADJ
chaussés;Sose;chaussé;ADJ;0,11;0,03;0;8;0;4;2;VER,ADJ
chevalin;S°val5;chevalin;ADJ;0,18;0,03;1;8;8;6;3;ADJ
chialera;Sjal°Ra;chialer;VER;7,25;0,03;0;8;0;0;3;VER
chialeur;Sjal9R;chialeur;NOM;0,04;0,03;1;8;7;5;2;ADJ,NOM
chicané;Sikane;chicaner;VER;0,59;0,03;0;7;0;6;3;VER
chicas;Sika;chica;NOM;0,71;0,03;0;6;0;4;2;NOM
chicote;SikOt;chicot;NOM;0,22;0,03;0;7;0;4;2;NOM
chiffré;SifRe;chiffrer;VER;0,64;0,03;0;7;7;5;2;VER,ADJ
chiles;Sil;chile;NOM;0,03;0,03;0;6;0;3;1;NOM
chiné;Sine;chiné;ADJ;0,03;0,03;1;5;5;4;2;VER,ADJ
chipés;Sipe;chiper;VER;2,34;0,03;0;6;0;4;2;VER
chlass;Slas;chlass;ADJ;0,03;0,03;1;6;5;4;1;ADJ
choperas;SOp°Ra;choper;VER;17,69;0,03;0;8;0;0;3;VER
choppent;SOp;chopper;VER;1,9;0,03;0;8;0;3;1;VER
choses;Soz;choses;VER;0,03;0,03;1;6;6;3;1;NOM,VER
chouette;SwEt;chouette;ADV;0,03;0,03;1;8;8;4;1;ADJ,ADV,NOM,ONO
choure;SuR;chourer;VER;3,96;0,03;0;6;0;0;1;VER
chouïa;Suja;chouïa;ADV;0,03;0,03;1;6;5;3;2;ADV,NOM
chrome;kRom;chromer;VER;0,36;0,03;0;6;6;4;1;NOM,VER
chromée;kRome;chromer;VER;0,36;0,03;0;7;0;0;2;VER
châtrés;SatRe;châtré;ADJ;0,21;0,03;0;7;0;5;2;VER,ADJ
chébran;SebR@;chébran;ADJ;0,03;0,03;1;7;4;3;2;ADJ
chéloïde;kelOid;chéloïde;NOM;0,03;0,03;1;8;5;4;3;NOM
chôment;Som;chômer;VER;1,05;0,03;0;7;0;3;1;VER
ciblera;sibl°Ra;cibler;VER;1,9;0,03;0;7;0;0;3;VER
ciblons;sibl§;cibler;VER;1,9;0,03;0;7;0;0;2;VER
ciboire;sibwaR;ciboire;NOM;0,03;0,03;1;7;5;4;2;NOM
cintré;s5tRe;cintré;ADJ;0,07;0,03;1;6;6;5;2;VER,ADJ
cintrés;s5tRe;cintré;ADJ;0,07;0,03;0;7;0;5;2;VER,ADJ
ciselée;siz°le;ciseler;VER;0,23;0,03;0;7;0;6;3;VER,ADJ
citadins;sitad5;citadin;ADJ;0,42;0,03;0;8;0;6;3;ADJ,NOM
citerais;sit°RE;citer;VER;17,51;0,03;0;8;0;0;3;VER
citrine;sitRin;citrine;ADJ;0,03;0,03;1;7;6;6;2;ADJ,NOM
citronné;sitRone;citronné;ADJ;0,06;0,03;1;8;8;7;3;ADJ
citées;site;citer;VER;17,51;0,03;0;6;0;4;2;VER,ADJ
citées;site;cité;ADJ;0,91;0,03;0;6;0;4;2;VER,ADJ
clapote;klapOt;clapoter;VER;0,09;0,03;0;7;0;0;2;VER
clapper;klape;clapper;VER;0,03;0,03;1;7;7;5;2;VER
classera;klas°Ra;classer;VER;12,11;0,03;0;8;0;0;3;VER
clivés;klive;clivé;ADJ;0,03;0,03;0;6;0;5;2;ADJ
cloché;kloSe;clocher;VER;8,93;0,03;0;6;0;5;2;VER
cloper;klOpe;cloper;VER;0,07;0,03;1;6;6;5;2;VER
clopes;klOp;cloper;VER;0,07;0,03;0;6;0;4;1;NOM,VER
clouons;klu§;clouer;VER;7,52;0,03;0;7;0;0;2;VER
clouée;klue;cloué;ADJ;0,31;0,03;0;6;0;4;2;VER,ADJ
clubiste;klybist;clubiste;NOM;0,03;0,03;1;8;5;4;2;NOM
cluster;kl9st9R;cluster;NOM;0,03;0,03;1;7;5;4;2;NOM
clôturée;klotyRe;clôturer;VER;1,12;0,03;0;8;0;7;3;VER
cocardes;kokaRd;cocarde;NOM;0,25;0,03;0;8;0;6;2;NOM
cocards;kokaR;cocard;NOM;0,19;0,03;0;7;0;5;2;NOM
cocufie;kokyfi;cocufier;VER;0,14;0,03;0;7;0;0;3;VER
codifiée;kodifje;codifier;VER;0,07;0,03;0;8;0;6;3;VER
coenzyme;ko@zim;coenzyme;NOM;0,03;0,03;1;8;5;4;3;NOM
colleras;kOl°Ra;coller;VER;51,31;0,03;0;8;0;0;3;VER
colleter;kOl°te;colleter;VER;0,07;0,03;1;8;7;6;3;VER
collets;kolE;collet;NOM;1,11;0,03;0;7;0;4;2;NOM
colleté;kOl°te;colleter;VER;0,07;0,03;0;7;0;6;3;VER
collure;kolyR;collure;NOM;0,03;0,03;1;7;6;5;2;NOM
colverts;kOlvER;colvert;NOM;0,19;0,03;0;8;0;4;2;NOM
combla;k§bla;combler;VER;9,37;0,03;0;6;0;0;2;VER
comma;kOma;comma;NOM;0,03;0,03;1;5;5;4;2;NOM
commérer;komeRe;commérer;VER;0,04;0,03;1;8;7;6;3;VER
compacts;k§pakt;compact;ADJ;1,56;0,03;0;8;0;6;2;ADJ,NOM
conards;konaR;conard;NOM;0,19;0,03;0;7;0;5;2;NOM
concédez;k§sede;concéder;VER;1,79;0,03;0;8;0;6;3;VER
confite;k§fit;confire;VER;0,3;0,03;0;7;0;0;2;VER,ADJ
congères;k§ZER;congère;NOM;0,05;0,03;0;8;0;5;2;NOM
conjoint;k§Zw5;conjoindre;VER;0,05;0,03;0;8;8;5;2;VER,ADJ,NOM
constats;k§sta;constat;NOM;1,38;0,03;0;8;0;5;2;ADJ,NOM
contenus;k§t°ny;contenu;ADJ;0,6;0,03;0;8;0;6;3;VER,ADJ,NOM
contera;k§t°Ra;conter;VER;3,76;0,03;0;7;0;0;3;VER
contrée;k§tRe;contrer;VER;19,15;0,03;0;7;6;5;2;VER,NOM
contrés;k§tRe;contrer;VER;19,15;0,03;0;7;0;5;2;VER
convent;k§v@;convent;NOM;0,03;0,03;1;7;7;4;2;NOM
converse;k§vERs;converse;ADJ;0,07;0,03;1;8;8;6;2;ADJ,NOM,VER
coolies;kuli;coolie;NOM;0,16;0,03;0;7;0;4;2;NOM
copiant;kopj@;copier;VER;8,07;0,03;0;7;0;0;2;VER
coquards;kokaR;coquard;NOM;0,34;0,03;0;8;0;5;2;NOM
cornac;kORnak;cornac;NOM;0,03;0,03;1;6;6;6;2;NOM
cornette;kORnEt;cornette;NOM;0,18;0,03;1;8;7;6;2;NOM
cornéen;kORne5;cornéen;ADJ;0,05;0,03;1;7;7;6;3;ADJ
coronal;koRonal;coronal;ADJ;0,07;0,03;1;7;7;7;3;ADJ
corrals;koRal;corral;NOM;0,9;0,03;0;7;0;5;2;NOM
corrigée;koRiZe;corrigé;ADJ;0,38;0,03;0;8;0;5;3;VER,ADJ
corrigés;koRiZe;corrigé;NOM;0,07;0,03;0;8;0;5;3;VER,ADJ,NOM
corrodés;koRode;corroder;VER;0,23;0,03;0;8;0;6;3;VER
corsée;kORse;corsé;ADJ;0,49;0,03;0;6;0;5;2;VER,ADJ
cortine;kORtin;cortine;NOM;0,03;0,03;1;7;6;6;2;NOM
cortisol;kORtizOl;cortisol;NOM;0,03;0,03;1;8;8;8;3;NOM
corton;kORt§;corton;NOM;0,03;0,03;1;6;5;5;2;NOM
costar;kOstaR;costar;NOM;0,03;0,03;1;6;6;6;2;NOM
cotisent;kotiz;cotiser;VER;0,88;0,03;0;8;0;0;2;VER
cotons;kot§;coton;NOM;10,09;0,03;0;6;0;4;2;NOM
cotre;kOtR;cotre;NOM;0,03;0,03;1;5;5;4;1;NOM
cotée;kote;coté;ADJ;7,56;0,03;0;5;0;4;2;VER,ADJ
cotées;kote;coté;ADJ;7,56;0,03;0;6;0;4;2;VER,ADJ
couacs;kwak;couac;NOM;0,14;0,03;0;6;0;4;1;NOM
coudé;kude;coudé;ADJ;0,06;0,03;1;5;5;4;2;VER,ADJ
coudées;kude;coudé;ADJ;0,06;0,03;0;7;0;4;2;VER,ADJ,NOM
couinent;kwin;couiner;VER;1,13;0,03;0;8;0;0;1;VER
couplés;kuple;coupler;VER;0,42;0,03;0;7;0;5;2;VER
courages;kuRaZ;courage;NOM;70,73;0,03;0;8;0;5;2;NOM
courbée;kuRbe;courbé;ADJ;0,66;0,03;0;7;0;5;2;VER,ADJ
courlis;kuRli;courlis;NOM;0,03;0,03;1;7;5;4;2;NOM
coursent;kuRs;courser;VER;1,3;0,03;0;8;0;4;1;VER
coursée;kuRse;courser;VER;1,3;0,03;0;7;0;5;2;VER
cousant;kuz@;coudre;VER;8,88;0,03;0;7;0;0;2;VER
coïts;koit;coït;NOM;0,83;0,03;0;5;0;3;2;NOM
crachin;kRaS5;crachin;NOM;0,03;0,03;1;7;7;5;2;NOM
cramoisi;kRamwazi;cramoisir;VER;0,04;0,03;0;8;8;5;3;ADJ,VER
cravater;kRavate;cravater;VER;0,21;0,03;1;8;8;7;3;VER
cravatés;kRavate;cravater;VER;0,21;0,03;0;8;0;7;3;VER
creva;kR°va;crever;VER;64,95;0,03;0;5;0;0;2;VER
criblage;kRiblaZ;criblage;NOM;0,03;0,03;1;8;6;6;2;NOM
crics;kRik;cric;NOM;1,2;0,03;0;5;0;4;1;NOM
crieuse;kRij2z;crieur;NOM;0,34;0,03;0;7;0;0;2;NOM
croasser;kRoase;croasser;VER;0,19;0,03;1;8;8;6;3;VER
croisse;kRwas;croître;VER;4,79;0,03;0;7;0;0;1;VER
crotté;kRote;crotter;VER;0,47;0,03;0;6;6;5;2;VER,ADJ
crottées;kRote;crotté;ADJ;0,23;0,03;0;8;0;5;2;VER,ADJ
croulera;kRul°Ra;crouler;VER;2,37;0,03;0;8;0;0;3;VER
crown;kRawn;crown;NOM;0,03;0,03;1;5;4;4;1;NOM
croûteux;kRut2;croûteux;ADJ;0,03;0,03;1;8;7;5;2;ADJ
croûté;kRute;croûter;VER;0,3;0,03;0;6;0;5;2;VER
cruches;kRyS;cruche;ADJ;0,32;0,03;0;7;0;4;1;ADJ,NOM
crécelle;kResEl;crécelle;NOM;0,07;0,03;1;8;6;5;2;NOM
crédite;kRedit;créditer;VER;0,47;0,03;0;7;0;0;2;VER
créditez;kRedite;créditer;VER;0,47;0,03;0;8;0;7;3;VER
créerez;kReRe;créer;VER;85,17;0,03;0;7;0;0;2;VER
crétacée;kRetase;crétacé;ADJ;0,03;0,03;0;8;0;5;3;ADJ
cubaines;kybEn;cubain;NOM;2,69;0,03;0;8;0;0;2;ADJ,NOM
cubes;kyb;cuber;VER;0,32;0,03;0;5;0;3;1;NOM,VER
cubisme;kybizm;cubisme;NOM;0,03;0,03;1;7;6;5;2;NOM
cubiste;kybist;cubiste;ADJ;0,04;0,03;1;7;6;5;2;ADJ,NOM
cubitale;kybital;cubital;ADJ;0,04;0,03;0;8;0;6;3;ADJ
cuivreux;k8ivR2;cuivreux;ADJ;0,03;0,03;1;8;7;6;2;ADJ
culbuto;kylbyto;culbuto;NOM;0,03;0,03;1;7;7;7;3;NOM
culer;kyle;culer;VER;0,24;0,03;1;5;5;4;2;VER
culminer;kylmine;culminer;VER;0,27;0,03;1;8;7;7;3;VER
culotte;kylOt;culotter;VER;0,63;0,03;0;7;7;4;2;NOM,VER
cumulant;kymyl@;cumuler;VER;0,65;0,03;0;8;0;0;3;VER
cures;kyR;curer;VER;2,25;0,03;0;5;0;3;1;NOM,VER
cursive;kyRsiv;cursif;ADJ;0,05;0,03;0;7;6;6;2;ADJ,NOM
cuvait;kyvE;cuver;VER;1,1;0,03;0;6;0;0;2;VER
câblée;kable;câbler;VER;0,47;0,03;0;6;0;5;2;VER,ADJ
cédaient;sedE;céder;VER;24,21;0,03;0;8;0;0;2;VER
cédèrent;sedER;céder;VER;24,21;0,03;0;8;0;0;2;VER
célébra;selebRa;célébrer;VER;17,5;0,03;0;7;0;0;3;VER
cétacé;setase;cétacé;NOM;0,19;0,03;1;6;4;4;3;NOM
daignera;dEN°Ra;daigner;VER;4,41;0,03;0;8;0;0;3;VER
dakin;dak5;dakin;NOM;0,03;0,03;1;5;4;4;2;NOM
damassée;damase;damassé;ADJ;0,05;0,03;0;8;0;6;3;VER,ADJ
darde;daRd;darder;VER;0,16;0,03;0;5;0;0;1;VER
daterait;dat°RE;dater;VER;16,69;0,03;0;8;0;0;3;VER
dealez;dile;dealer;VER;5,27;0,03;0;6;0;0;2;VER
demi-sel;d°misEl;demi-sel;NOM;0,04;0,03;1;8;8;7;3;NOM
dentée;d@te;denté;ADJ;0,04;0,03;0;6;0;4;2;VER,ADJ
derbys;dERbi;derby;NOM;0,39;0,03;0;6;0;4;2;NOM
dermique;dERmik;dermique;ADJ;0,03;0,03;1;8;6;6;2;ADJ
deuils;d9j;deuil;NOM;12,24;0,03;0;6;0;3;1;NOM
deviser;d°vize;deviser;VER;0,25;0,03;1;7;7;6;3;VER
diabolo;djabolo;diabolo;NOM;0,03;0,03;1;7;7;7;3;NOM
diane;djan;diane;NOM;0,03;0,03;1;5;5;4;1;NOM
diaphane;djafan;diaphane;ADJ;0,03;0,03;1;8;6;5;2;ADJ
dictais;diktE;dicter;VER;8,42;0,03;0;7;0;0;2;VER
dictes;dikt;dicter;VER;8,42;0,03;0;6;0;0;1;VER
digérait;diZeRE;digérer;VER;5,8;0,03;0;8;0;0;3;VER
dilation;dilasj§;dilation;NOM;0,03;0,03;1;8;6;5;3;NOM
dingos;d5go;dingo;ADJ;0,98;0,03;0;6;0;4;2;ADJ,NOM
dionée;djone;dionée;NOM;0,03;0,03;1;6;5;5;2;NOM
diplopie;diplOpi;diplopie;NOM;0,03;0,03;1;8;6;6;3;NOM
directos;diREkto;directos;ADV;0,03;0,03;1;8;8;7;3;ADV
disants;diz@;disant;ADJ;1,3;0,03;0;7;0;4;2;ADJ
dispensé;disp@se;dispensé;ADJ;0,04;0,03;1;8;8;7;3;VER,ADJ
dissipée;disipe;dissipé;ADJ;0,29;0,03;0;8;0;6;3;VER,ADJ
distaux;disto;distal;ADJ;0,19;0,03;0;7;0;0;2;ADJ
divans;div@;divan;NOM;4,92;0,03;0;6;0;4;2;NOM
diverse;divERs;divers;ADJ;7,28;0,03;0;7;0;6;2;ADJ
divisés;divize;divisé;ADJ;0,66;0,03;0;7;0;6;3;VER,ADJ
dix-cors;dikOR;dix-cors;NOM;0,03;0,03;1;8;5;4;2;NOM
dompté;d§pte;dompté;ADJ;0,15;0,03;1;6;6;5;2;VER,ADJ
dondons;d§d§;dondon;NOM;0,23;0,03;0;7;0;4;2;NOM
dormance;dORm@s;dormance;NOM;0,03;0,03;1;8;7;6;2;NOM
dormitif;dORmitif;dormitif;ADJ;0,03;0,03;1;8;8;6;3;ADJ
dosés;doze;doser;VER;0,6;0,03;0;5;0;4;2;VER
doublais;dublE;doubler;VER;15,29;0,03;0;8;0;5;2;VER
douchait;duSE;doucher;VER;6,75;0,03;0;8;0;0;2;VER
douta;duta;douter;VER;77,77;0,03;0;5;0;0;2;VER
draguons;dRag§;draguer;VER;21;0,03;0;8;0;5;2;VER
draper;dRape;draper;VER;0,84;0,03;1;6;6;5;2;VER
drapé;dRape;drapé;ADJ;0,17;0,03;1;5;5;5;2;VER,ADJ,NOM
drifters;dRift9R;drifter;NOM;0,05;0,03;0;8;0;6;2;NOM
drinks;dR5k;drink;NOM;0,92;0,03;0;6;0;4;1;NOM
droguées;dRoge;drogué;ADJ;1,34;0,03;0;8;0;5;2;VER,ADJ,NOM
dupait;dypE;duper;VER;4,77;0,03;0;6;0;0;2;VER
duperas;dyp°Ra;duper;VER;4,77;0,03;0;7;0;0;3;VER
dupes;dyp;duper;VER;4,77;0,03;0;5;0;3;1;ADJ,NOM,VER
durites;dyRit;durite;NOM;0,5;0,03;0;7;0;5;2;NOM
dussiez;dysje;devoir;VER;3232,57;0,03;0;7;0;0;2;VER
dussions;dysj§;devoir;VER;3232,57;0,03;0;8;0;0;2;VER
duègne;d8EN;duègne;NOM;0,03;0,03;1;6;3;4;1;NOM
dystocie;distOsi;dystocie;NOM;0,03;0,03;1;8;5;6;3;NOM
débarqué;debaRke;débarqué;ADJ;0,13;0,03;1;8;8;7;3;VER,ADJ
décades;dekad;décade;NOM;0,16;0,03;0;7;0;5;2;NOM
décalque;dekalk;décalquer;VER;0,22;0,03;0;8;8;6;2;NOM,VER
